comparison,setting,dataset,model,condition,A_method,B_method,N,A_acc,B_acc,delta,delta_ci,both_correct,A_only_correct,B_only_correct,both_wrong,mcnemar_p,baseline_wrong_N,A_recovery,B_recovery,recovery_delta,recovery_delta_ci,recovery_mcnemar_p,baseline_correct_N,A_regression,B_regression,regression_delta,regression_delta_ci,regression_mcnemar_p,A_structural_clearance,B_structural_clearance,structural_delta,structural_delta_ci,structural_mcnemar_p,A_joint_full_repair,B_joint_full_repair,joint_delta,joint_delta_ci,joint_mcnemar_p,A_em,B_em,em_delta,em_delta_ci,A_f1,B_f1,f1_delta,f1_delta_ci,A_latency_mean_ms,A_latency_median_ms,B_latency_mean_ms,B_latency_median_ms,A_tokens_mean,B_tokens_mean,holm_p,recovery_holm_p,regression_holm_p,structural_holm_p,joint_holm_p
Fixed_vs_B0,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_L,fixed,b0,108,0.7870370370370371,0.4074074074074074,0.3796296296296297,"[0.26851851851851855, 0.49074074074074076]",38,47,6,17,5.805322444984995e-09,64,0.734375,0.0,0.734375,"[0.625, 0.84375]",1.4210854715202004e-14,44,0.13636363636363635,0.0,0.13636363636363635,"[0.045454545454545456, 0.25]",0.03125,0.7685185185185185,0.0,0.7685185185185185,"[0.6851851851851852, 0.8425925925925926]",2.0679515313825692e-25,0.6574074074074074,0.0,0.6574074074074074,"[0.5648148148148148, 0.75]",8.470329472543003e-22,0.6944444444444444,0.37037037037037035,0.32407407407407407,"[0.21296296296296297, 0.4351851851851852]",0.7335390946502058,0.38580246913580246,0.3477366255144034,"[0.23579732510288065, 0.45596707818930043]",845.7592592592592,817.0,,,1923.5648148148148,,1.7415967334954985e-08,1.2789769243681803e-13,0.46875,3.1019272970738538e-24,1.1858461261560205e-20
Fixed_vs_B2,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_L,fixed,b2,108,0.7870370370370371,0.28703703703703703,0.5,"[0.37962962962962965, 0.6203703703703703]",22,63,9,14,4.181227909275131e-11,64,0.734375,0.34375,0.390625,"[0.203125, 0.5625]",0.00017015517460094998,44,0.13636363636363635,0.7954545454545454,-0.6590909090909091,"[-0.7954545454545454, -0.5227272727272727]",3.725290298461914e-09,0.7685185185185185,0.0,0.7685185185185185,"[0.6851851851851852, 0.8425925925925926]",2.0679515313825692e-25,0.6574074074074074,0.0,0.6574074074074074,"[0.5648148148148148, 0.75]",8.470329472543003e-22,0.6944444444444444,0.24074074074074073,0.4537037037037037,"[0.3333333333333333, 0.5740740740740741]",0.7335390946502058,0.2654320987654321,0.4681069958847737,"[0.34747942386831276, 0.5826131687242798]",845.7592592592592,817.0,760.2777777777778,757.0,1923.5648148148148,1645.638888888889,4.181227909275131e-10,0.0013612413968075998,5.21540641784668e-08,3.1019272970738538e-24,1.1858461261560205e-20
Fixed_vs_B3,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_L,fixed,b3,108,0.7870370370370371,0.6018518518518519,0.18518518518518523,"[0.09259259259259259, 0.2777777777777778]",60,25,5,18,0.0003249142318964005,64,0.734375,0.453125,0.28125,"[0.15625, 0.421875]",0.0002771615982055664,44,0.13636363636363635,0.18181818181818182,-0.04545454545454547,"[-0.1590909090909091, 0.06818181818181818]",0.6875,0.7685185185185185,0.0,0.7685185185185185,"[0.6851851851851852, 0.8425925925925926]",2.0679515313825692e-25,0.6574074074074074,0.0,0.6574074074074074,"[0.5648148148148148, 0.75]",8.470329472543003e-22,0.6944444444444444,0.5092592592592593,0.18518518518518512,"[0.09259259259259259, 0.2777777777777778]",0.7335390946502058,0.5446502057613168,0.188888888888889,"[0.0962962962962963, 0.28148148148148144]",845.7592592592592,817.0,4572.898148148148,3813.5,1923.5648148148148,1655.7222222222222,0.001299656927585602,0.0011086463928222656,1.0,3.1019272970738538e-24,1.1858461261560205e-20
Fixed_vs_Reverse,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_L,fixed,reverse,108,0.7870370370370371,0.7314814814814815,0.05555555555555558,"[0.0, 0.1111111111111111]",77,8,2,21,0.109375,64,0.734375,0.65625,0.078125,"[0.0, 0.15625]",0.125,44,0.13636363636363635,0.1590909090909091,-0.022727272727272735,"[-0.11363636363636363, 0.045454545454545456]",1.0,0.7685185185185185,0.5648148148148148,0.20370370370370372,"[0.12037037037037036, 0.2962962962962963]",2.744048833847046e-05,0.6574074074074074,0.49074074074074076,0.16666666666666669,"[0.08333333333333333, 0.25]",0.0002771615982055664,0.6944444444444444,0.6296296296296297,0.06481481481481477,"[0.018518518518518517, 0.12037037037037036]",0.7335390946502058,0.6724279835390946,0.06111111111111123,"[0.009259259259259259, 0.11666666666666667]",845.7592592592592,817.0,842.4629629629629,813.5,1923.5648148148148,1925.1574074074074,1.0,1.0,1.0,0.0003292858600616455,0.0036031007766723633
Fixed_vs_B0,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,D_L,fixed,b0,108,0.5925925925925926,0.18518518518518517,0.4074074074074074,"[0.3148148148148148, 0.5]",19,45,1,43,1.3358203432289883e-12,88,0.5113636363636364,0.0,0.5113636363636364,"[0.4090909090909091, 0.6136363636363636]",5.684341886080802e-14,20,0.05,0.0,0.05,"[0.0, 0.15]",1.0,0.5,0.0,0.5,"[0.4074074074074074, 0.5925925925925926]",1.1102230246251565e-16,0.4166666666666667,0.0,0.4166666666666667,"[0.32407407407407407, 0.5092592592592593]",5.684341886080802e-14,0.5277777777777778,0.1574074074074074,0.37037037037037035,"[0.2777777777777778, 0.46296296296296297]",0.5705687830687831,0.1915784832451499,0.3789902998236332,"[0.29113150352733685, 0.4719808201058201]",889.1666666666666,824.5,,,1854.4814814814815,,1.0686562745831907e-11,3.979039320256561e-13,1.0,4.440892098500626e-16,2.2737367544323206e-13
Fixed_vs_B2,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,D_L,fixed,b2,108,0.5925925925925926,0.3333333333333333,0.25925925925925924,"[0.12962962962962962, 0.37962962962962965]",23,41,13,31,0.00017512673440589485,88,0.5113636363636364,0.2840909090909091,0.22727272727272724,"[0.07954545454545454, 0.36363636363636365]",0.003657766827927844,20,0.05,0.45,-0.4,"[-0.65, -0.15]",0.021484375,0.5,0.0,0.5,"[0.4074074074074074, 0.5925925925925926]",1.1102230246251565e-16,0.4166666666666667,0.0,0.4166666666666667,"[0.32407407407407407, 0.5092592592592593]",5.684341886080802e-14,0.5277777777777778,0.2962962962962963,0.2314814814814815,"[0.1111111111111111, 0.35185185185185186]",0.5705687830687831,0.331194885361552,0.2393738977072311,"[0.1214649470899471, 0.3551146384479718]",889.1666666666666,824.5,785.2870370370371,764.5,1854.4814814814815,1722.1203703703704,0.0008756336720294743,0.021946600967567065,0.064453125,4.440892098500626e-16,2.2737367544323206e-13
Fixed_vs_B3,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,D_L,fixed,b3,108,0.5925925925925926,0.2962962962962963,0.2962962962962963,"[0.19444444444444445, 0.39814814814814814]",29,35,3,41,6.677873898297548e-08,88,0.5113636363636364,0.13636363636363635,0.375,"[0.26136363636363635, 0.48863636363636365]",1.0244548320770264e-08,20,0.05,0.0,0.05,"[0.0, 0.15]",1.0,0.5,0.0,0.5,"[0.4074074074074074, 0.5925925925925926]",1.1102230246251565e-16,0.4166666666666667,0.0,0.4166666666666667,"[0.32407407407407407, 0.5092592592592593]",5.684341886080802e-14,0.5277777777777778,0.25,0.2777777777777778,"[0.18518518518518517, 0.37037037037037035]",0.5705687830687831,0.29034391534391535,0.28022486772486777,"[0.1922833994708995, 0.3724884259259259]",889.1666666666666,824.5,4064.953703703704,2831.0,1854.4814814814815,417.72222222222223,6.010086508467793e-07,9.220093488693237e-08,1.0,5.551115123125783e-16,2.2737367544323206e-13
Fixed_vs_Reverse,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,D_L,fixed,reverse,108,0.5925925925925926,0.6111111111111112,-0.0185185185185186,"[-0.08333333333333333, 0.046296296296296294]",58,6,8,36,0.79052734375,88,0.5113636363636364,0.5340909090909091,-0.022727272727272707,"[-0.10227272727272728, 0.056818181818181816]",0.7744140625,20,0.05,0.05,0.0,"[-0.15, 0.15]",1.0,0.5,0.5185185185185185,-0.01851851851851849,"[-0.1111111111111111, 0.07407407407407407]",0.8388197422027588,0.4166666666666667,0.4537037037037037,-0.037037037037037035,"[-0.12037037037037036, 0.046296296296296294]",0.5234670639038086,0.5277777777777778,0.5555555555555556,-0.02777777777777779,"[-0.09259259259259259, 0.027777777777777776]",0.5705687830687831,0.5853835978835978,-0.014814814814814725,"[-0.075, 0.04537037037037037]",889.1666666666666,824.5,819.074074074074,816.5,1854.4814814814815,1868.9074074074074,1.0,1.0,1.0,1.0,1.0
Fixed_vs_B0,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_D_L,fixed,b0,108,0.6481481481481481,0.07407407407407407,0.5740740740740741,"[0.46296296296296297, 0.6759259259259259]",5,65,3,35,3.5550311609441887e-16,100,0.65,0.0,0.65,"[0.55, 0.74]",5.421010862427522e-20,8,0.375,0.0,0.375,"[0.125, 0.75]",0.25,0.6111111111111112,0.0,0.6111111111111112,"[0.5185185185185185, 0.7037037037037037]",2.710505431213761e-20,0.5277777777777778,0.0,0.5277777777777778,"[0.4351851851851852, 0.6203703703703703]",1.3877787807814457e-17,0.5555555555555556,0.06481481481481481,0.49074074074074076,"[0.3888888888888889, 0.5925925925925926]",0.6008156966490299,0.09821428571428571,0.5026014109347442,"[0.40127425044091697, 0.6004453262786595]",839.9537037037037,799.0,,,1859.1944444444443,,4.2660373931330264e-15,7.589415207398531e-19,1.0,2.439454888092385e-19,8.326672684688674e-17
Fixed_vs_B2,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_D_L,fixed,b2,108,0.6481481481481481,0.16666666666666666,0.4814814814814815,"[0.37037037037037035, 0.5925925925925926]",13,57,5,33,3.0655256978706635e-12,100,0.65,0.16,0.49,"[0.37, 0.6]",1.9067358802971057e-11,8,0.375,0.75,-0.375,"[-0.75, -0.125]",0.25,0.6111111111111112,0.0,0.6111111111111112,"[0.5185185185185185, 0.7037037037037037]",2.710505431213761e-20,0.5277777777777778,0.0,0.5277777777777778,"[0.4351851851851852, 0.6203703703703703]",1.3877787807814457e-17,0.5555555555555556,0.14814814814814814,0.40740740740740744,"[0.2962962962962963, 0.5092592592592593]",0.6008156966490299,0.1845899470899471,0.41622574955908276,"[0.3092559523809524, 0.5179056437389771]",839.9537037037037,799.0,738.9722222222222,721.0,1859.1944444444443,1535.5555555555557,3.678630837444796e-11,2.4787566443862374e-10,0.25,2.439454888092385e-19,8.326672684688674e-17
Fixed_vs_B3,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_D_L,fixed,b3,108,0.6481481481481481,0.2037037037037037,0.4444444444444444,"[0.3333333333333333, 0.5465277777777744]",18,52,4,34,1.1008055578187737e-11,100,0.65,0.15,0.5,"[0.4, 0.6]",2.353672812205332e-14,8,0.375,0.125,0.25,"[-0.25, 0.75]",0.625,0.6111111111111112,0.0,0.6111111111111112,"[0.5185185185185185, 0.7037037037037037]",2.710505431213761e-20,0.5277777777777778,0.0,0.5277777777777778,"[0.4351851851851852, 0.6203703703703703]",1.3877787807814457e-17,0.5555555555555556,0.17592592592592593,0.37962962962962965,"[0.2777777777777778, 0.49074074074074076]",0.6008156966490299,0.20932539682539683,0.39149029982363304,"[0.2840376984126984, 0.49647707231040555]",839.9537037037037,799.0,3416.75,2646.0,1859.1944444444443,631.5185185185185,1.3209666693825284e-10,3.0597746558669314e-13,1.0,2.439454888092385e-19,9.71445146547012e-17
Fixed_vs_Reverse,2Wiki-Qwen,2wikimultihopqa,qwen3.5:9b,M_D_L,fixed,reverse,108,0.6481481481481481,0.5370370370370371,0.11111111111111105,"[0.027777777777777776, 0.19444444444444445]",53,17,5,33,0.01690053939819336,100,0.65,0.53,0.12,"[0.04, 0.2]",0.007537841796875,8,0.375,0.375,0.0,"[-0.5, 0.5]",1.0,0.6111111111111112,0.3611111111111111,0.25000000000000006,"[0.16666666666666666, 0.3333333333333333]",1.1175870895385742e-07,0.5277777777777778,0.32407407407407407,0.20370370370370372,"[0.12962962962962962, 0.28703703703703703]",2.9802322387695312e-06,0.5555555555555556,0.4722222222222222,0.08333333333333337,"[0.009259259259259259, 0.1574074074074074]",0.6008156966490299,0.5097663139329806,0.09104938271604934,"[0.015432098765432101, 0.1712962962962963]",839.9537037037037,799.0,833.1481481481482,804.0,1859.1944444444443,1856.6851851851852,0.23660755157470703,0.10552978515625,1.0,1.564621925354004e-06,4.172325134277344e-05
Fixed_vs_B0,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D,fixed,b0,108,0.6851851851851852,0.4166666666666667,0.26851851851851855,"[0.1574074074074074, 0.37962962962962965]",37,37,8,26,1.5374090196473844e-05,63,0.5873015873015873,0.0,0.5873015873015873,"[0.4603174603174603, 0.6984126984126984]",1.4551915228366852e-11,45,0.17777777777777778,0.0,0.17777777777777778,"[0.06666666666666667, 0.28888888888888886]",0.0078125,0.5,0.0,0.5,"[0.4074074074074074, 0.5925925925925926]",1.1102230246251565e-16,0.4351851851851852,0.0,0.4351851851851852,"[0.3425925925925926, 0.5277777777777778]",1.4210854715202004e-14,0.46296296296296297,0.25925925925925924,0.20370370370370372,"[0.10162037037037057, 0.3055555555555556]",0.5909685479129924,0.3735817166372722,0.21738683127572017,"[0.12549860376249267, 0.3091424162257496]",613.2685185185185,616.0,,,1778.2777777777778,,1.5374090196473844e-05,4.3655745685100555e-11,0.125,4.440892098500626e-16,7.105427357601002e-14
Fixed_vs_B2,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D,fixed,b2,108,0.6851851851851852,0.46296296296296297,0.22222222222222227,"[0.10185185185185185, 0.3425925925925926]",37,37,13,21,0.000936222910851825,63,0.5873015873015873,0.47619047619047616,0.11111111111111116,"[-0.047619047619047616, 0.2698412698412698]",0.26493089646101,45,0.17777777777777778,0.5555555555555556,-0.37777777777777777,"[-0.5333333333333333, -0.2]",0.00022125244140625,0.5,0.0,0.5,"[0.4074074074074074, 0.5925925925925926]",1.1102230246251565e-16,0.4351851851851852,0.0,0.4351851851851852,"[0.3425925925925926, 0.5277777777777778]",1.4210854715202004e-14,0.46296296296296297,0.28703703703703703,0.17592592592592593,"[0.07407407407407407, 0.2777777777777778]",0.5909685479129924,0.41298558472887975,0.1779829631841126,"[0.07558436548019883, 0.2832603694995936]",613.2685185185185,616.0,538.9537037037037,521.0,1778.2777777777778,1500.898148148148,0.002808668732555475,0.52986179292202,0.00177001953125,4.440892098500626e-16,7.105427357601002e-14
Fixed_vs_B3,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D,fixed,b3,106,0.6886792452830188,0.44339622641509435,0.24528301886792447,"[0.1320754716981132, 0.3584905660377358]",37,36,10,23,0.00015641720852954677,61,0.5901639344262295,0.18032786885245902,0.4098360655737705,"[0.2459016393442623, 0.5737704918032787]",4.12575900554657e-05,45,0.17777777777777778,0.2,-0.022222222222222227,"[-0.15555555555555556, 0.1111111111111111]",1.0,0.5,0.0,0.5,"[0.4056603773584906, 0.5943396226415094]",2.220446049250313e-16,0.4339622641509434,0.0,0.4339622641509434,"[0.33962264150943394, 0.5283018867924528]",2.842170943040401e-14,0.46226415094339623,0.27358490566037735,0.18867924528301888,"[0.07547169811320754, 0.29245283018867924]",0.5926849356094639,0.38228511530398324,0.21039982030548066,"[0.11027927523210541, 0.3097343890386343]",613.5754716981132,616.0,2664.0849056603774,2497.0,1784.7264150943397,1527.688679245283,0.0007820860426477338,0.0002062879502773285,1.0,8.881784197001252e-16,1.4210854715202004e-13
Fixed_vs_Reverse,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D,fixed,reverse,106,0.6792452830188679,0.6792452830188679,0.0,"[-0.07547169811320754, 0.07547169811320754]",64,8,8,26,1.0,61,0.5737704918032787,0.5409836065573771,0.032786885245901565,"[-0.08196721311475409, 0.14754098360655737]",0.7744140625,45,0.17777777777777778,0.13333333333333333,0.04444444444444445,"[-0.044444444444444446, 0.13333333333333333]",0.625,0.5,0.5943396226415094,-0.09433962264150941,"[-0.19811320754716982, 0.009433962264150943]",0.11018416518345475,0.4339622641509434,0.5,-0.06603773584905659,"[-0.16037735849056603, 0.02830188679245283]",0.2295229434967041,0.4528301886792453,0.4528301886792453,0.0,"[-0.0660377358490566, 0.0660377358490566]",0.583250973345313,0.5822626534890686,0.0009883198562443685,"[-0.0584961814914645, 0.06132075471698113]",614.6132075471698,616.0,618.2830188679245,603.5,1782.8867924528302,1791.3962264150944,1.0,1.0,1.0,0.7712891562841833,1.0
Fixed_vs_B0,Hotpot-Llama,hotpotqa,llama3.1:8b,M_L,fixed,b0,101,0.8811881188118812,0.48514851485148514,0.39603960396039606,"[0.2871287128712871, 0.504950495049505]",46,43,3,9,4.6219383875722997e-10,52,0.8269230769230769,0.0,0.8269230769230769,"[0.7115384615384616, 0.9230769230769231]",2.2737367544323206e-13,49,0.061224489795918366,0.0,0.061224489795918366,"[0.0, 0.14285714285714285]",0.25,0.6336633663366337,0.0,0.6336633663366337,"[0.5445544554455446, 0.7227722772277227]",1.0842021724855044e-19,0.5742574257425742,0.0,0.5742574257425742,"[0.4752475247524752, 0.6732673267326733]",6.938893903907228e-18,0.7029702970297029,0.38613861386138615,0.3168316831683168,"[0.21782178217821782, 0.4158415841584158]",0.811032531824611,0.48234537739488237,0.3286871544297286,"[0.23087330161587588, 0.42772330804509023]",650.8019801980198,647.0,,,1889.9108910891089,,2.31096919378615e-09,1.1368683772161603e-12,1.0,8.673617379884035e-19,5.551115123125783e-17
Fixed_vs_B2,Hotpot-Llama,hotpotqa,llama3.1:8b,M_L,fixed,b2,101,0.8811881188118812,0.3564356435643564,0.5247524752475248,"[0.42574257425742573, 0.6237623762376238]",35,54,1,11,3.1086244689504383e-15,52,0.8269230769230769,0.15384615384615385,0.673076923076923,"[0.5384615384615384, 0.8076923076923077]",5.529727786779404e-10,49,0.061224489795918366,0.42857142857142855,-0.36734693877551017,"[-0.5102040816326531, -0.22448979591836735]",7.62939453125e-06,0.6336633663366337,0.0,0.6336633663366337,"[0.5346534653465347, 0.7227722772277227]",1.0842021724855044e-19,0.5742574257425742,0.0,0.5742574257425742,"[0.4752475247524752, 0.6732673267326733]",6.938893903907228e-18,0.7029702970297029,0.27722772277227725,0.4257425742574257,"[0.32673267326732675, 0.5247524752475248]",0.811032531824611,0.34355649850699355,0.46747603331761745,"[0.3718189140342606, 0.5595169338362407]",650.8019801980198,647.0,569.2178217821782,560.0,1889.9108910891089,1651.7425742574258,4.3520742565306136e-14,6.6356733441352844e-09,9.1552734375e-05,8.673617379884035e-19,5.551115123125783e-17
Fixed_vs_B3,Hotpot-Llama,hotpotqa,llama3.1:8b,M_L,fixed,b3,101,0.8811881188118812,0.5247524752475248,0.3564356435643564,"[0.25742574257425743, 0.46534653465346537]",50,39,3,9,5.631591193377972e-09,52,0.8269230769230769,0.1346153846153846,0.6923076923076923,"[0.5384615384615384, 0.8269230769230769]",1.4933903003111482e-09,49,0.061224489795918366,0.061224489795918366,0.0,"[-0.061224489795918366, 0.061224489795918366]",1.0,0.6336633663366337,0.0,0.6336633663366337,"[0.5445544554455446, 0.7227722772277227]",1.0842021724855044e-19,0.5742574257425742,0.0,0.5742574257425742,"[0.4752475247524752, 0.6732673267326733]",6.938893903907228e-18,0.7029702970297029,0.39603960396039606,0.30693069306930687,"[0.2079207920792079, 0.40594059405940597]",0.811032531824611,0.49201634449159204,0.31901618733301895,"[0.22325789721829328, 0.41330268741159815]",650.8019801980198,647.0,2708.970297029703,2521.0,1889.9108910891089,1622.8415841584158,5.6315911933779716e-08,1.642729330342263e-08,1.0,8.673617379884035e-19,6.245004513516506e-17
Fixed_vs_Reverse,Hotpot-Llama,hotpotqa,llama3.1:8b,M_L,fixed,reverse,96,0.875,0.8854166666666666,-0.01041666666666663,"[-0.052083333333333336, 0.03125]",82,2,3,9,1.0,51,0.8235294117647058,0.8235294117647058,0.0,"[-0.0784313725490196, 0.0784313725490196]",1.0,45,0.06666666666666667,0.044444444444444446,0.02222222222222222,"[0.0, 0.06666666666666667]",1.0,0.65625,0.65625,0.0,"[-0.0625, 0.0625]",1.0,0.59375,0.6041666666666666,-0.01041666666666663,"[-0.07291666666666667, 0.052083333333333336]",1.0,0.6979166666666666,0.71875,-0.02083333333333337,"[-0.052083333333333336, 0.0]",0.8046626984126984,0.8324404761904761,-0.02777777777777768,"[-0.06458333333333333, 0.0013888888888888898]",649.875,644.0,638.9791666666666,631.0,1881.40625,1859.3541666666667,1.0,1.0,1.0,1.0,1.0
Fixed_vs_B0,Hotpot-Llama,hotpotqa,llama3.1:8b,D_L,fixed,b0,101,0.8217821782178217,0.46534653465346537,0.35643564356435636,"[0.25742574257425743, 0.45544554455445546]",46,37,1,17,2.837623469531536e-10,54,0.6851851851851852,0.0,0.6851851851851852,"[0.5555555555555556, 0.7962962962962963]",1.4551915228366852e-11,47,0.02127659574468085,0.0,0.02127659574468085,"[0.0, 0.06382978723404255]",1.0,0.5742574257425742,0.0,0.5742574257425742,"[0.4752475247524752, 0.6732673267326733]",6.938893903907228e-18,0.5742574257425742,0.0,0.5742574257425742,"[0.4752475247524752, 0.6732673267326733]",6.938893903907228e-18,0.6138613861386139,0.32673267326732675,0.2871287128712871,"[0.19801980198019803, 0.37623762376237624]",0.7313609932421813,0.44856985698569857,0.2827911362564827,"[0.19435564985069936, 0.37292393525066786]",612.1386138613861,652.0,,,1718.0891089108911,,1.7253114492632449e-09,4.3655745685100555e-11,1.0,3.469446951953614e-17,5.551115123125783e-17
Fixed_vs_B2,Hotpot-Llama,hotpotqa,llama3.1:8b,D_L,fixed,b2,101,0.8217821782178217,0.42574257425742573,0.396039603960396,"[0.26732673267326734, 0.5247524752475248]",34,49,9,9,8.959402428981857e-08,54,0.6851851851851852,0.5,0.18518518518518523,"[0.0, 0.37037037037037035]",0.08715855330228806,47,0.02127659574468085,0.6595744680851063,-0.6382978723404255,"[-0.7659574468085106, -0.48936170212765956]",1.862645149230957e-09,0.5742574257425742,0.0,0.5742574257425742,"[0.4752475247524752, 0.6732673267326733]",6.938893903907228e-18,0.5742574257425742,0.0,0.5742574257425742,"[0.4752475247524752, 0.6732673267326733]",6.938893903907228e-18,0.6138613861386139,0.2871287128712871,0.32673267326732675,"[0.21782178217821782, 0.43564356435643564]",0.7313609932421813,0.41354014522331356,0.31782084801886773,"[0.21667930529316673, 0.4186640518447449]",612.1386138613861,652.0,582.4851485148515,576.0,1718.0891089108911,1610.6633663366338,5.375641457389114e-07,0.26147565990686417,2.9802322387695312e-08,3.469446951953614e-17,5.551115123125783e-17
Fixed_vs_B3,Hotpot-Llama,hotpotqa,llama3.1:8b,D_L,fixed,b3,101,0.8217821782178217,0.7425742574257426,0.07920792079207917,"[-0.009900990099009901, 0.16831683168316833]",68,15,7,11,0.13380050659179688,54,0.6851851851851852,0.5185185185185185,0.16666666666666674,"[0.0, 0.3148148148148148]",0.0783538818359375,47,0.02127659574468085,0.0,0.02127659574468085,"[0.0, 0.06382978723404255]",1.0,0.5742574257425742,0.04950495049504951,0.5247524752475247,"[0.42574257425742573, 0.6237623762376238]",3.1086244689504383e-15,0.5742574257425742,0.04950495049504951,0.5247524752475247,"[0.42574257425742573, 0.6237623762376238]",3.1086244689504383e-15,0.6138613861386139,0.5445544554455446,0.06930693069306926,"[-0.009900990099009901, 0.1485148514851485]",0.7313609932421813,0.6623683796951124,0.06899261354706887,"[-0.010169338362407672, 0.14967900361464714]",612.1386138613861,652.0,2806.1188118811883,2542.0,1718.0891089108911,1666.039603960396,0.13380050659179688,0.15103739500045776,1.0,9.325873406851315e-15,1.865174681370263e-14
Fixed_vs_Reverse,Hotpot-Llama,hotpotqa,llama3.1:8b,D_L,fixed,reverse,99,0.8181818181818182,0.797979797979798,0.02020202020202022,"[-0.050505050505050504, 0.09090909090909091]",74,7,5,13,0.7744140625,53,0.6792452830188679,0.6415094339622641,0.037735849056603765,"[-0.09433962264150944, 0.16981132075471697]",0.7744140625,46,0.021739130434782608,0.021739130434782608,0.0,"[0.0, 0.0]",1.0,0.5757575757575758,0.46464646464646464,0.11111111111111116,"[0.010101010101010102, 0.21212121212121213]",0.043285250663757324,0.5757575757575758,0.46464646464646464,0.11111111111111116,"[0.020202020202020204, 0.21212121212121213]",0.043285250663757324,0.6060606060606061,0.5858585858585859,0.02020202020202022,"[-0.04040404040404041, 0.08080808080808081]",0.7259339426006092,0.7318823152156485,-0.005948372615039332,"[-0.06184062850729517, 0.04882154882154883]",610.7474747474747,652.0,619.3232323232323,631.0,1716.5555555555557,1798.6969696969697,1.0,1.0,1.0,0.3895672559738159,0.4138946533203125
Fixed_vs_B0,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D_L,fixed,b0,104,0.7692307692307693,0.33653846153846156,0.4326923076923077,"[0.33653846153846156, 0.5288461538461539]",34,46,1,23,6.821210263296962e-13,69,0.6666666666666666,0.0,0.6666666666666666,"[0.5507246376811594, 0.7681159420289855]",2.842170943040401e-14,35,0.02857142857142857,0.0,0.02857142857142857,"[0.0, 0.08571428571428572]",1.0,0.38461538461538464,0.0,0.38461538461538464,"[0.28846153846153844, 0.4807692307692308]",1.8189894035458565e-12,0.34615384615384615,0.0,0.34615384615384615,"[0.25961538461538464, 0.4423076923076923]",2.9103830456733704e-11,0.5576923076923077,0.2403846153846154,0.3173076923076923,"[0.23076923076923078, 0.40384615384615385]",0.6853556166056166,0.36173687423687423,0.3236187423687424,"[0.23949004120879122, 0.41176224816849816]",635.625,638.0,,,1802.2211538461538,,6.139089236967266e-12,2.2737367544323206e-13,1.0,1.8189894035458565e-12,2.9103830456733704e-11
Fixed_vs_B2,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D_L,fixed,b2,104,0.7692307692307693,0.33653846153846156,0.4326923076923077,"[0.3173076923076923, 0.5480769230769231]",29,51,6,18,5.676193126635808e-10,69,0.6666666666666666,0.2753623188405797,0.3913043478260869,"[0.2318840579710145, 0.5362318840579711]",1.429926123819314e-05,35,0.02857142857142857,0.5428571428571428,-0.5142857142857142,"[-0.6857142857142857, -0.34285714285714286]",7.62939453125e-06,0.38461538461538464,0.0,0.38461538461538464,"[0.28846153846153844, 0.4807692307692308]",1.8189894035458565e-12,0.34615384615384615,0.0,0.34615384615384615,"[0.25, 0.4423076923076923]",2.9103830456733704e-11,0.5576923076923077,0.22115384615384615,0.33653846153846156,"[0.2403846153846154, 0.4326923076923077]",0.6853556166056166,0.33458555333555334,0.35077006327006327,"[0.2510379204129204, 0.44954254079254063]",635.625,638.0,561.0384615384615,557.0,1802.2211538461538,1494.5384615384614,4.540954501308646e-09,0.00012869335114373825,9.1552734375e-05,1.8189894035458565e-12,2.9103830456733704e-11
