comparison,setting,dataset,model,condition,A_method,B_method,N,A_acc,B_acc,delta,delta_ci,both_correct,A_only_correct,B_only_correct,both_wrong,mcnemar_p,baseline_wrong_N,A_recovery,B_recovery,recovery_delta,recovery_delta_ci,recovery_mcnemar_p,baseline_correct_N,A_regression,B_regression,regression_delta,regression_delta_ci,regression_mcnemar_p,A_structural_clearance,B_structural_clearance,structural_delta,structural_delta_ci,structural_mcnemar_p,A_joint_full_repair,B_joint_full_repair,joint_delta,joint_delta_ci,joint_mcnemar_p,A_em,B_em,em_delta,em_delta_ci,A_f1,B_f1,f1_delta,f1_delta_ci,A_latency_mean_ms,A_latency_median_ms,B_latency_mean_ms,B_latency_median_ms,A_tokens_mean,B_tokens_mean,holm_p,recovery_holm_p,regression_holm_p,structural_holm_p,joint_holm_p
Fixed_vs_B3,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D_L,fixed,b3,104,0.7692307692307693,0.47115384615384615,0.29807692307692313,"[0.18269230769230768, 0.40408653846153497]",42,38,7,17,3.1213096463034162e-06,69,0.6666666666666666,0.2753623188405797,0.3913043478260869,"[0.2318840579710145, 0.5362318840579711]",1.429926123819314e-05,35,0.02857142857142857,0.14285714285714285,-0.11428571428571428,"[-0.2571428571428571, 0.0]",0.21875,0.38461538461538464,0.0,0.38461538461538464,"[0.28846153846153844, 0.4807692307692308]",1.8189894035458565e-12,0.34615384615384615,0.0,0.34615384615384615,"[0.25961538461538464, 0.4423076923076923]",2.9103830456733704e-11,0.5576923076923077,0.33653846153846156,0.22115384615384615,"[0.125, 0.3173076923076923]",0.6853556166056166,0.45506985704354125,0.23028575956207537,"[0.1407903938167096, 0.3214926603002261]",635.625,638.0,2595.923076923077,2489.5,1802.2211538461538,1548.673076923077,2.1849167524123914e-05,8.579556742915884e-05,1.0,1.8189894035458565e-12,2.9103830456733704e-11
Fixed_vs_Reverse,Hotpot-Llama,hotpotqa,llama3.1:8b,M_D_L,fixed,reverse,99,0.797979797979798,0.7676767676767676,0.030303030303030387,"[-0.030303030303030304, 0.09090909090909091]",73,6,3,17,0.5078125,65,0.7076923076923077,0.676923076923077,0.03076923076923077,"[-0.046153846153846156, 0.12307692307692308]",0.7265625,34,0.029411764705882353,0.058823529411764705,-0.029411764705882353,"[-0.08823529411764706, 0.0]",1.0,0.3838383838383838,0.45454545454545453,-0.07070707070707072,"[-0.16161616161616163, 0.020202020202020204]",0.18924713134765625,0.35353535353535354,0.42424242424242425,-0.07070707070707072,"[-0.15151515151515152, 0.010101010101010102]",0.1670684814453125,0.5757575757575758,0.5555555555555556,0.02020202020202022,"[-0.04040404040404041, 0.08080808080808081]",0.7048180214846882,0.6997431178590598,0.005074903625628346,"[-0.05162738496071829, 0.060118089103596346]",634.3939393939394,636.0,622.7373737373738,618.0,1799.8080808080808,1791.989898989899,1.0,1.0,1.0,0.9462356567382812,1.0
Fixed_vs_B0,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D,fixed,b0,108,0.8981481481481481,0.25,0.6481481481481481,"[0.5555555555555556, 0.7407407407407407]",27,70,0,11,1.6940658945086007e-21,81,0.8641975308641975,0.0,0.8641975308641975,"[0.7901234567901234, 0.9382716049382716]",1.6940658945086007e-21,27,0.0,0.0,0.0,"[0.0, 0.0]",1.0,0.9444444444444444,0.0,0.9444444444444444,"[0.8981481481481481, 0.9814814814814815]",3.944304526105059e-31,0.8888888888888888,0.0,0.8888888888888888,"[0.8240740740740741, 0.9444444444444444]",2.524354896707238e-29,0.6851851851851852,0.17592592592592593,0.5092592592592593,"[0.4074074074074074, 0.6018518518518519]",0.8277182965908456,0.2843928705039816,0.5433254260868641,"[0.45909099002848996, 0.6266749122488501]",839.6851851851852,833.0,,,1927.0740740740741,,2.710505431213761e-20,2.710505431213761e-20,1.0,6.310887241768095e-30,4.0389678347315804e-28
Fixed_vs_B2,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D,fixed,b2,108,0.8981481481481481,0.3888888888888889,0.5092592592592593,"[0.4074074074074074, 0.6111111111111112]",39,58,3,8,3.2857397358476703e-14,81,0.8641975308641975,0.2839506172839506,0.5802469135802468,"[0.4567901234567901, 0.7037037037037037]",5.519584789226428e-12,27,0.0,0.2962962962962963,-0.2962962962962963,"[-0.48148148148148145, -0.14814814814814814]",0.0078125,0.9444444444444444,0.0,0.9444444444444444,"[0.8981481481481481, 0.9814814814814815]",3.944304526105059e-31,0.8888888888888888,0.0,0.8888888888888888,"[0.8240740740740741, 0.9444444444444444]",2.524354896707238e-29,0.6851851851851852,0.24074074074074073,0.44444444444444453,"[0.3425925925925926, 0.5462962962962963]",0.8277182965908456,0.38332454204131094,0.44439375454953467,"[0.34835588391953415, 0.5384062345389483]",839.6851851851852,833.0,1185.851851851852,750.5,1927.0740740740741,1621.0092592592594,4.2714616566019714e-13,7.727418704917e-11,0.0390625,6.310887241768095e-30,4.0389678347315804e-28
Fixed_vs_B3,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D,fixed,b3,108,0.8981481481481481,0.28703703703703703,0.6111111111111112,"[0.5185185185185185, 0.7037037037037037]",31,66,0,11,2.710505431213761e-20,81,0.8641975308641975,0.07407407407407407,0.7901234567901234,"[0.7037037037037037, 0.8765432098765432]",1.0842021724855044e-19,27,0.0,0.07407407407407407,-0.07407407407407407,"[-0.18518518518518517, 0.0]",0.5,0.9444444444444444,0.0,0.9444444444444444,"[0.8981481481481481, 0.9814814814814815]",3.944304526105059e-31,0.8888888888888888,0.0,0.8888888888888888,"[0.8240740740740741, 0.9444444444444444]",2.524354896707238e-29,0.6851851851851852,0.19444444444444445,0.4907407407407408,"[0.39814814814814814, 0.5833333333333334]",0.8277182965908456,0.3152570680348458,0.5124612285559997,"[0.4262524348533336, 0.5971288839609917]",839.6851851851852,833.0,4682.935185185185,2719.5,1927.0740740740741,397.0925925925926,4.336808689942018e-19,1.734723475976807e-18,1.0,6.310887241768095e-30,4.0389678347315804e-28
Fixed_vs_Reverse,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D,fixed,reverse,108,0.8981481481481481,0.7129629629629629,0.18518518518518523,"[0.1111111111111111, 0.26851851851851855]",76,21,1,10,1.0967254638671875e-05,81,0.8641975308641975,0.6172839506172839,0.24691358024691357,"[0.14814814814814814, 0.35802469135802467]",1.0967254638671875e-05,27,0.0,0.0,0.0,"[0.0, 0.0]",1.0,0.9444444444444444,0.6481481481481481,0.2962962962962963,"[0.2037037037037037, 0.3888888888888889]",1.941225491464138e-08,0.8888888888888888,0.6018518518518519,0.287037037037037,"[0.2037037037037037, 0.37962962962962965]",7.916241884231567e-09,0.6851851851851852,0.5092592592592593,0.17592592592592593,"[0.10185185185185185, 0.25]",0.8277182965908456,0.6777649819316486,0.14995331465919703,"[0.08412251011515717, 0.2193534080298786]",839.6851851851852,833.0,833.8703703703703,835.0,1927.0740740740741,1885.787037037037,0.00016450881958007812,0.00016450881958007812,1.0,2.911838237196207e-07,1.1874362826347351e-07
Fixed_vs_B0,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,fixed,b0,108,0.8981481481481481,0.5370370370370371,0.36111111111111105,"[0.25925925925925924, 0.46296296296296297]",54,43,4,7,2.781192165457469e-09,50,0.86,0.0,0.86,"[0.76, 0.94]",2.2737367544323206e-13,58,0.06896551724137931,0.0,0.06896551724137931,"[0.017241379310344827, 0.13793103448275862]",0.125,0.6296296296296297,0.0,0.6296296296296297,"[0.5370370370370371, 0.7222222222222222]",6.776263578034403e-21,0.6018518518518519,0.0,0.6018518518518519,"[0.5092592592592593, 0.6944444444444444]",5.421010862427522e-20,0.7222222222222222,0.4444444444444444,0.2777777777777778,"[0.17592592592592593, 0.37962962962962965]",0.838830099941211,0.5303350970017637,0.3084950029394473,"[0.21300668724279834, 0.40470421810699586]",845.7962962962963,842.0,,,1950.962962962963,,1.1124768661829876e-08,1.1368683772161603e-12,1.0,6.776263578034403e-20,6.505213034913027e-19
Fixed_vs_B2,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,fixed,b2,108,0.8981481481481481,0.39814814814814814,0.5,"[0.4074074074074074, 0.5925925925925926]",42,55,1,10,1.582067810090848e-15,50,0.86,0.06,0.8,"[0.68, 0.9]",1.8189894035458565e-12,58,0.06896551724137931,0.3103448275862069,-0.2413793103448276,"[-0.3620689655172414, -0.1206896551724138]",0.000518798828125,0.6296296296296297,0.0,0.6296296296296297,"[0.5370370370370371, 0.7222222222222222]",6.776263578034403e-21,0.6018518518518519,0.0,0.6018518518518519,"[0.5092592592592593, 0.6944444444444444]",5.421010862427522e-20,0.7222222222222222,0.3425925925925926,0.3796296296296296,"[0.28703703703703703, 0.4722222222222222]",0.838830099941211,0.40509994121105236,0.4337301587301587,"[0.340651455026455, 0.5256646825396826]",845.7962962962963,842.0,786.1018518518518,780.0,1950.962962962963,1741.5833333333333,2.531308496145357e-14,2.7284841053187847e-11,0.00311279296875,6.776263578034403e-20,6.505213034913027e-19
Fixed_vs_B3,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,fixed,b3,108,0.8981481481481481,0.7314814814814815,0.16666666666666663,"[0.09259259259259259, 0.25]",77,20,2,9,0.00012111663818359375,50,0.86,0.48,0.38,"[0.24, 0.52]",3.814697265625e-06,58,0.06896551724137931,0.05172413793103448,0.017241379310344827,"[-0.034482758620689655, 0.08620689655172414]",1.0,0.6296296296296297,0.0,0.6296296296296297,"[0.5370370370370371, 0.7129629629629629]",6.776263578034403e-21,0.6018518518518519,0.0,0.6018518518518519,"[0.5092592592592593, 0.6944444444444444]",5.421010862427522e-20,0.7222222222222222,0.5833333333333334,0.13888888888888884,"[0.06481481481481481, 0.21296296296296297]",0.838830099941211,0.691387419165197,0.14744268077601408,"[0.07685185185185185, 0.2228406084656085]",845.7962962962963,842.0,5138.7962962962965,3994.5,1950.962962962963,1308.037037037037,0.0007266998291015625,2.6702880859375e-05,1.0,6.776263578034403e-20,6.505213034913027e-19
Fixed_vs_Reverse,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,fixed,reverse,108,0.8981481481481481,0.8796296296296297,0.01851851851851849,"[0.0, 0.046296296296296294]",95,2,0,11,0.5,50,0.86,0.84,0.020000000000000018,"[0.0, 0.06]",1.0,58,0.06896551724137931,0.08620689655172414,-0.017241379310344834,"[-0.05172413793103448, 0.0]",1.0,0.6296296296296297,0.5833333333333334,0.04629629629629628,"[-0.018518518518518517, 0.12037037037037036]",0.30175781249999994,0.6018518518518519,0.5555555555555556,0.04629629629629628,"[-0.027777777777777776, 0.12037037037037036]",0.30175781249999994,0.7222222222222222,0.7037037037037037,0.01851851851851849,"[0.0, 0.046296296296296294]",0.838830099941211,0.8203115814226926,0.01851851851851849,"[0.0, 0.046296296296296294]",845.7962962962963,842.0,842.0648148148148,836.5,1950.962962962963,1944.3055555555557,1.0,1.0,1.0,1.0,1.0
Fixed_vs_B0,Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,fixed,b0,108,0.8703703703703703,0.3425925925925926,0.5277777777777777,"[0.4351851851851852, 0.6203703703703703]",37,57,0,14,1.3877787807814457e-17,71,0.8028169014084507,0.0,0.8028169014084507,"[0.704225352112676, 0.8873239436619719]",1.3877787807814457e-17,37,0.0,0.0,0.0,"[0.0, 0.0]",1.0,0.7129629629629629,0.0,0.7129629629629629,"[0.6203703703703703, 0.7962962962962963]",1.3234889800848443e-23,0.6851851851851852,0.0,0.6851851851851852,"[0.5925925925925926, 0.7685185185185185]",1.0587911840678754e-22,0.6666666666666666,0.25,0.41666666666666663,"[0.32407407407407407, 0.5092592592592593]",0.8077956266681757,0.3553364331142109,0.4524591935539648,"[0.36607049918732926, 0.5382292639277934]",839.0092592592592,859.5,,,1922.2962962962963,,1.942890293094024e-16,1.5265566588595902e-16,1.0,1.7205356741102976e-22,1.5881867761018131e-21
Fixed_vs_B2,Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,fixed,b2,108,0.8703703703703703,0.4444444444444444,0.42592592592592593,"[0.3148148148148148, 0.5370370370370371]",43,51,5,9,1.170292474039769e-10,71,0.8028169014084507,0.4084507042253521,0.3943661971830986,"[0.2535211267605634, 0.5352112676056338]",4.255962267052382e-06,37,0.0,0.4864864864864865,-0.4864864864864865,"[-0.6486486486486487, -0.32432432432432434]",7.62939453125e-06,0.7129629629629629,0.0,0.7129629629629629,"[0.6296296296296297, 0.7962962962962963]",1.3234889800848443e-23,0.6851851851851852,0.0,0.6851851851851852,"[0.5925925925925926, 0.7685185185185185]",1.0587911840678754e-22,0.6666666666666666,0.3425925925925926,0.324074074074074,"[0.2222222222222222, 0.42592592592592593]",0.8077956266681757,0.46832144193255304,0.3394741847356227,"[0.2444088900992496, 0.4344477945499187]",839.0092592592592,859.5,785.4351851851852,782.0,1922.2962962962963,1710.898148148148,1.0532632266357922e-09,4.255962267052382e-05,9.1552734375e-05,1.7205356741102976e-22,1.5881867761018131e-21
Fixed_vs_B3,Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,fixed,b3,108,0.8703703703703703,0.4351851851851852,0.4351851851851852,"[0.3425925925925926, 0.5277777777777778]",47,47,0,14,1.4210854715202004e-14,71,0.8028169014084507,0.15492957746478872,0.647887323943662,"[0.5352112676056338, 0.7605633802816901]",2.842170943040401e-14,37,0.0,0.02702702702702703,-0.02702702702702703,"[-0.08108108108108109, 0.0]",1.0,0.7129629629629629,0.0,0.7129629629629629,"[0.6296296296296297, 0.7962962962962963]",1.3234889800848443e-23,0.6851851851851852,0.0,0.6851851851851852,"[0.5925925925925926, 0.7685185185185185]",1.0587911840678754e-22,0.6666666666666666,0.32407407407407407,0.34259259259259256,"[0.25925925925925924, 0.4351851851851852]",0.8077956266681757,0.44153572764683874,0.366259899021337,"[0.28301334422657953, 0.4525886697271501]",839.0092592592592,859.5,3673.4814814814813,3290.0,1922.2962962962963,641.175925925926,1.9895196601282805e-13,3.410605131648481e-13,1.0,1.7205356741102976e-22,1.5881867761018131e-21
Fixed_vs_Reverse,Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,fixed,reverse,108,0.8703703703703703,0.8703703703703703,0.0,"[-0.037037037037037035, 0.037037037037037035]",92,2,2,12,1.0,71,0.8028169014084507,0.8028169014084507,0.0,"[-0.056338028169014086, 0.056338028169014086]",1.0,37,0.0,0.0,0.0,"[0.0, 0.0]",1.0,0.7129629629629629,0.6944444444444444,0.01851851851851849,"[-0.06481481481481481, 0.10185185185185185]",0.8318119049072266,0.6851851851851852,0.6666666666666666,0.0185185185185186,"[-0.06481481481481481, 0.10185185185185185]",0.8238029479980469,0.6666666666666666,0.6666666666666666,0.0,"[-0.037037037037037035, 0.037037037037037035]",0.8077956266681757,0.8016227871620027,0.006172839506172978,"[-0.027777777777777776, 0.037037037037037035]",839.0092592592592,859.5,830.5,847.0,1922.2962962962963,1914.5092592592594,1.0,1.0,1.0,1.0,1.0
Fixed_vs_B0,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,fixed,b0,108,0.8148148148148148,0.19444444444444445,0.6203703703703703,"[0.5277777777777778, 0.7129629629629629]",21,67,0,20,1.3552527156068805e-20,87,0.7701149425287356,0.0,0.7701149425287356,"[0.6781609195402298, 0.8505747126436781]",1.3552527156068805e-20,21,0.0,0.0,0.0,"[0.0, 0.0]",1.0,0.7037037037037037,0.0,0.7037037037037037,"[0.6111111111111112, 0.7870370370370371]",2.6469779601696886e-23,0.6388888888888888,0.0,0.6388888888888888,"[0.5462962962962963, 0.7314814814814815]",3.3881317890172014e-21,0.6388888888888888,0.1388888888888889,0.49999999999999994,"[0.4074074074074074, 0.5925925925925926]",0.7534586056644881,0.2396678424456202,0.5137907632188679,"[0.4274112870456825, 0.5986219503233392]",848.4074074074074,847.5,,,1941.5740740740741,,2.0328790734103208e-19,2.0328790734103208e-19,1.0,3.1763735522036263e-22,4.404571325722362e-20
Fixed_vs_B2,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,fixed,b2,108,0.8148148148148148,0.28703703703703703,0.5277777777777777,"[0.42592592592592593, 0.6296296296296297]",29,59,2,18,1.6410484082740595e-15,87,0.7701149425287356,0.20689655172413793,0.5632183908045977,"[0.4482758620689655, 0.6781609195402298]",3.1796787425264483e-13,21,0.0,0.38095238095238093,-0.38095238095238093,"[-0.5714285714285714, -0.19047619047619047]",0.0078125,0.7037037037037037,0.0,0.7037037037037037,"[0.6203703703703703, 0.7870370370370371]",2.6469779601696886e-23,0.6388888888888888,0.0,0.6388888888888888,"[0.5462962962962963, 0.7222222222222222]",3.3881317890172014e-21,0.6388888888888888,0.2037037037037037,0.4351851851851851,"[0.3425925925925926, 0.5277777777777778]",0.7534586056644881,0.3205246913580247,0.4329339143064634,"[0.3428950746965453, 0.524075111526092]",848.4074074074074,847.5,756.6018518518518,754.0,1941.5740740740741,1599.7037037037037,2.531308496145357e-14,5.087485988042317e-12,0.0390625,3.1763735522036263e-22,4.404571325722362e-20
Fixed_vs_B3,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,fixed,b3,108,0.8148148148148148,0.2962962962962963,0.5185185185185185,"[0.4166666666666667, 0.6203703703703703]",31,57,1,19,4.0939474033052647e-16,87,0.7701149425287356,0.12643678160919541,0.6436781609195401,"[0.5402298850574713, 0.7471264367816092]",4.0939474033052647e-16,21,0.0,0.0,0.0,"[0.0, 0.0]",1.0,0.7037037037037037,0.0,0.7037037037037037,"[0.6203703703703703, 0.7870370370370371]",2.6469779601696886e-23,0.6388888888888888,0.0,0.6388888888888888,"[0.5462962962962963, 0.7314814814814815]",3.3881317890172014e-21,0.6388888888888888,0.2222222222222222,0.41666666666666663,"[0.32407407407407407, 0.5092592592592593]",0.7534586056644881,0.3230011757789536,0.4304574298855345,"[0.3444488860358958, 0.5178345890825465]",848.4074074074074,847.5,3964.8796296296296,2933.0,1941.5740740740741,411.5,6.140921104957897e-15,6.140921104957897e-15,1.0,3.1763735522036263e-22,4.404571325722362e-20
Fixed_vs_Reverse,Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,fixed,reverse,108,0.8148148148148148,0.7962962962962963,0.01851851851851849,"[-0.027777777777777776, 0.07407407407407407]",83,5,3,17,0.7265625,87,0.7701149425287356,0.7471264367816092,0.02298850574712641,"[-0.034482758620689655, 0.09195402298850575]",0.7265625,21,0.0,0.0,0.0,"[0.0, 0.0]",1.0,0.7037037037037037,0.6018518518518519,0.10185185185185186,"[0.009259259259259259, 0.19444444444444445]",0.052238985896110535,0.6388888888888888,0.5370370370370371,0.10185185185185175,"[0.009259259259259259, 0.19444444444444445]",0.052238985896110535,0.6388888888888888,0.6388888888888888,0.0,"[-0.046296296296296294, 0.046296296296296294]",0.7534586056644881,0.74960058097313,0.0038580246913580973,"[-0.034722222222222224, 0.041666666666666664]",848.4074074074074,847.5,855.0277777777778,850.0,1941.5740740740741,1919.4259259259259,1.0,1.0,1.0,0.4179118871688843,0.4179118871688843
