setting,dataset,model,condition,method,N,before_acc,after_acc,delta,recovered,recovery_den,recovery_rate,recovery_ci_exact,regressed,regression_den,regression_rate,regression_ci_exact,stayed_correct,stayed_wrong,structural_clearance,joint_full_repair,new_failure_rate,em_before,em_after,f1_before,f1_after,latency_mean_ms,latency_median_ms,tokens_mean
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D,b0,108,0.25,0.25,0.0,0,81,0.0,,0,27,0.0,,,,0.0,0.0,0.0,,,,,,,
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,fixed,108,0.5370370370370371,0.8981481481481481,0.3611111111111111,43,50,0.86,"[0.7326039975029917, 0.9418082996596279]",4,58,0.06896551724137931,"[0.019109311861204337, 0.16726813286166403]",54,7,0.6296296296296297,0.6018518518518519,0.0,0.4444444444444444,0.7222222222222222,0.5303350970017637,0.838830099941211,845.7962962962963,842.0,1950.962962962963
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,reverse,108,0.5370370370370371,0.8796296296296297,0.3425925925925926,42,50,0.84,"[0.7088736934048891, 0.9282992328167138]",5,58,0.08620689655172414,"[0.02858604536651699, 0.1898259584622509]",53,8,0.5833333333333334,0.5555555555555556,0.0,0.4444444444444444,0.7037037037037037,0.5303350970017637,0.8203115814226926,842.0648148148148,836.5,1944.3055555555557
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,b2,108,0.5370370370370371,0.39814814814814814,-0.1388888888888889,3,50,0.06,"[0.01254858783533406, 0.16548194660377288]",18,58,0.3103448275862069,"[0.19538647738218415, 0.4454417876836494]",40,47,0.0,0.0,0.0,0.4444444444444444,0.3425925925925926,0.5303350970017637,0.40509994121105236,786.1018518518518,780.0,1741.5833333333333
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,b3,108,0.5370370370370371,0.7314814814814815,0.19444444444444445,24,50,0.48,"[0.3366050916034599, 0.6258480549209058]",3,58,0.05172413793103448,"[0.010796478084294733, 0.1438046272753446]",55,26,0.0,0.0,0.0,0.4444444444444444,0.5833333333333334,0.5303350970017637,0.691387419165197,5138.7962962962965,3994.5,1308.037037037037
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_L,b0,108,0.5370370370370371,0.5370370370370371,0.0,0,50,0.0,,0,58,0.0,,,,0.0,0.0,0.0,,,,,,,
Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,fixed,108,0.3425925925925926,0.8703703703703703,0.5277777777777778,57,71,0.8028169014084507,"[0.6913500428435169, 0.8877921791544382]",0,37,0.0,"[0.0, 0.09489058741498987]",37,14,0.7129629629629629,0.6851851851851852,0.0,0.25,0.6666666666666666,0.3553364331142109,0.8077956266681757,839.0092592592592,859.5,1922.2962962962963
Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,reverse,108,0.3425925925925926,0.8703703703703703,0.5277777777777778,57,71,0.8028169014084507,"[0.6913500428435169, 0.8877921791544382]",0,37,0.0,"[0.0, 0.09489058741498987]",37,14,0.6944444444444444,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3553364331142109,0.8016227871620027,830.5,847.0,1914.5092592592594
Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,b2,108,0.3425925925925926,0.4444444444444444,0.10185185185185185,29,71,0.4084507042253521,"[0.29318783078653665, 0.5315982062856024]",18,37,0.4864864864864865,"[0.3192141064815403, 0.6560031843342338]",19,42,0.0,0.0,0.0,0.25,0.3425925925925926,0.3553364331142109,0.46832144193255304,785.4351851851852,782.0,1710.898148148148
Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,b3,108,0.3425925925925926,0.4351851851851852,0.09259259259259259,11,71,0.15492957746478872,"[0.07996084759696935, 0.26032497793886444]",1,37,0.02702702702702703,"[0.0006840310246946647, 0.14160309561115805]",36,60,0.0,0.0,0.0,0.25,0.32407407407407407,0.3553364331142109,0.44153572764683874,3673.4814814814813,3290.0,641.175925925926
Hotpot-Qwen,hotpotqa,qwen3.5:9b,D_L,b0,108,0.3425925925925926,0.3425925925925926,0.0,0,71,0.0,,0,37,0.0,,,,0.0,0.0,0.0,,,,,,,
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,fixed,108,0.19444444444444445,0.8148148148148148,0.6203703703703703,67,87,0.7701149425287356,"[0.667532105218767, 0.8535693696059367]",0,21,0.0,"[0.0, 0.1610976152190796]",21,20,0.7037037037037037,0.6388888888888888,0.0,0.1388888888888889,0.6388888888888888,0.2396678424456202,0.7534586056644881,848.4074074074074,847.5,1941.5740740740741
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,reverse,108,0.19444444444444445,0.7962962962962963,0.6018518518518519,65,87,0.7471264367816092,"[0.6425469799577177, 0.83424538563736]",0,21,0.0,"[0.0, 0.1610976152190796]",21,22,0.6018518518518519,0.5370370370370371,0.0,0.1388888888888889,0.6388888888888888,0.2396678424456202,0.74960058097313,855.0277777777778,850.0,1919.4259259259259
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,b2,108,0.19444444444444445,0.28703703703703703,0.09259259259259259,18,87,0.20689655172413793,"[0.12747486687013446, 0.3071316475235606]",8,21,0.38095238095238093,"[0.18107162554017314, 0.6156456096213541]",13,69,0.0,0.0,0.0,0.1388888888888889,0.2037037037037037,0.2396678424456202,0.3205246913580247,756.6018518518518,754.0,1599.7037037037037
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,b3,108,0.19444444444444445,0.2962962962962963,0.10185185185185185,11,87,0.12643678160919541,"[0.06484043395710111, 0.21497840027825463]",0,21,0.0,"[0.0, 0.1610976152190796]",21,76,0.0,0.0,0.0,0.1388888888888889,0.2222222222222222,0.2396678424456202,0.3230011757789536,3964.8796296296296,2933.0,411.5
Hotpot-Qwen,hotpotqa,qwen3.5:9b,M_D_L,b0,108,0.19444444444444445,0.19444444444444445,0.0,0,87,0.0,,0,21,0.0,,,,0.0,0.0,0.0,,,,,,,
